track_id,song_id,artist_id,artist_name,song_title,genre,dot_1,dot_2,dot_3,centered_1,centered_2,centered_3,corr_1,corr_2,corr_3,cosine_1,cosine_2,cosine_3,tfidf_dot_1,tfidf_dot_2,tfidf_dot_3,tfidf_centered_1,tfidf_centered_2,tfidf_centered_3,tfidf_corr_1,tfidf_corr_2,tfidf_corr_3,tfidf_cosine_1,tfidf_cosine_2,tfidf_cosine_3
TRAQEOP12903CA65E2,SONPFMD12AB017C1B3,AR6PJ8R1187FB5AD70,Shakira,Tú,latin,Violadores del Verso - Dale tiempo al rumor,Violadores del Verso - Cantando,Daddy Yankee - Como Y Vete,Violadores del Verso - Dale tiempo al rumor,Violadores del Verso - Cantando,Daddy Yankee - Como Y Vete,Carlos Vives - 19 De Noviembre,Jerry Rivera - Tierra Sin Sol,Camila - Entre Tus Alas,Carlos Vives - 19 De Noviembre,Jerry Rivera - Tierra Sin Sol,Camila - Entre Tus Alas,Violadores del Verso - Dale tiempo al rumor,Violadores del Verso - Cantando,Violadores del Verso - La ciudad nunca duerme,Violadores del Verso - Dale tiempo al rumor,Violadores del Verso - Cantando,Violadores del Verso - La ciudad nunca duerme,Carlos Vives - 19 De Noviembre,Reik - Sin Conocerte,Gilberto Santa Rosa - Ni Te Llamo Ni Te Busco,Carlos Vives - 19 De Noviembre,Reik - Sin Conocerte,Selena - Amame
TRSRORJ128E0791C74,SOMBFMU12A670214E6,ARDCFNZ1187FB3DDB0,Enrique Iglesias,La Chica De Ayer,latin,Abba - Move On,Horace Andy - Horse With No Name,Violadores del Verso - Dale tiempo al rumor,Abba - Move On,Horace Andy - Horse With No Name,Violadores del Verso - Dale tiempo al rumor,Grupo Niche - Miserable,Illya Kuryaki And The Valderramas - Abarajame,Alejandra Guzman - Tu Eres Mi Luz,Grupo Niche - Miserable,Illya Kuryaki And The Valderramas - Abarajame,Alejandra Guzman - Tu Eres Mi Luz,Violadores del Verso - Dale tiempo al rumor,Violadores del Verso - Cantando,David Bisbal - Quien Me Iba A Decir,Violadores del Verso - Dale tiempo al rumor,Violadores del Verso - Cantando,David Bisbal - Quien Me Iba A Decir,Alejandro Fernandez - Eres,Vittorio Grigolo - Magia De Amor,Café Quijano - Lágrimas De Miel,Alejandro Fernandez - Eres,Vittorio Grigolo - Magia De Amor,Café Quijano - Lágrimas De Miel
TRYDDZE128F92F3B79,SOFBLLI12A58A7D19C,ARDCFNZ1187FB3DDB0,Enrique Iglesias,Adicto,latin,Violadores del Verso - Dale tiempo al rumor,Violadores del Verso - Cantando,Victor Manuelle - Lloré Lloré,Violadores del Verso - Dale tiempo al rumor,Violadores del Verso - Cantando,Victor Manuelle - Lloré Lloré,Aventura - Obsesion (English Remix_ Album Version),Niña Pastori - Cartita de amor,Ricardo Arjona - Animal Nocturno,Aventura - Obsesion (English Remix_ Album Version),Niña Pastori - Cartita de amor,Ricardo Arjona - Animal Nocturno,Violadores del Verso - Cantando,Violadores del Verso - Dale tiempo al rumor,Daddy Yankee - Todos Quieren A Raymond,Violadores del Verso - Cantando,Violadores del Verso - Dale tiempo al rumor,Daddy Yankee - Todos Quieren A Raymond,Fito Paez - Giros,David Bisbal - Como La Primera Vez,Aventura - Obsesion (English Remix_ Album Version),Fito Paez - Giros,David Bisbal - Como La Primera Vez,Aventura - Obsesion (English Remix_ Album Version)
TREGBAS128F145EC8B,SOERVFF12A6D4F790F,ARDCFNZ1187FB3DDB0,Enrique Iglesias,Al Despertar,latin,Victor Manuelle - Lloré Lloré,Violadores del Verso - Dale tiempo al rumor,Violadores del Verso - Cantando,Victor Manuelle - Lloré Lloré,Violadores del Verso - Dale tiempo al rumor,Violadores del Verso - Cantando,Bebe - La Coqueta,Intocable - Te Extrano,Panteón Rococó - Buscándote,Bebe - La Coqueta,Intocable - Te Extrano,Panteón Rococó - Buscándote,Violadores del Verso - Dale tiempo al rumor,Violadores del Verso - Cantando,Daddy Yankee - Todos Quieren A Raymond,Violadores del Verso - Dale tiempo al rumor,Violadores del Verso - Cantando,Daddy Yankee - Todos Quieren A Raymond,Fanny Lu - Es Por Ti,Bebe - La Coqueta,Shakira - Te Necesito,Fanny Lu - Es Por Ti,Bebe - La Coqueta,Shakira - Te Necesito
TRXQFEE128F145EC9A,SOJXCPV12A6D4F791D,ARDCFNZ1187FB3DDB0,Enrique Iglesias,Alguien Como Tú,latin,Violadores del Verso - Dale tiempo al rumor,Violadores del Verso - Cantando,Victor Manuelle - Lloré Lloré,Violadores del Verso - Dale tiempo al rumor,Violadores del Verso - Cantando,Victor Manuelle - Lloré Lloré,Huey Dunbar - Amor De Siempre,Panteón Rococó - Buscándote,Camilo Sesto - No Sabes Cuanto Te Quiero,Huey Dunbar - Amor De Siempre,Panteón Rococó - Buscándote,Camilo Sesto - No Sabes Cuanto Te Quiero,Willie Colon - Gitana,Violadores del Verso - Dale tiempo al rumor,Violadores del Verso - Cantando,Willie Colon - Gitana,Violadores del Verso - Dale tiempo al rumor,Violadores del Verso - Cantando,Juan Luis Guerra - Como Yo,Mago de Oz - Desde mi cielo,Illya Kuryaki And The Valderramas - Virgen De Riña,Juan Luis Guerra - Como Yo,Mago de Oz - Desde mi cielo,Illya Kuryaki And The Valderramas - Virgen De Riña
TRZGBAF128F145ECA8,SOFAZCL12A58A79B38,ARDCFNZ1187FB3DDB0,Enrique Iglesias,Inalcanzable,latin,Violadores del Verso - Dale tiempo al rumor,Violadores del Verso - Cantando,Danity Kane - Hold Me Down (Album Version),Violadores del Verso - Dale tiempo al rumor,Violadores del Verso - Cantando,Alain Clark - Heerlijk,Café Quijano - Vete De Mi,Chavela Vargas - Tu Me Acostumbraste,Enrique Iglesias - Lloro Por Ti,Café Quijano - Vete De Mi,Chavela Vargas - Tu Me Acostumbraste,Enrique Iglesias - Lloro Por Ti,Violadores del Verso - Dale tiempo al rumor,Violadores del Verso - Cantando,Daddy Yankee - Todos Quieren A Raymond,Violadores del Verso - Dale tiempo al rumor,Violadores del Verso - Cantando,Daddy Yankee - Todos Quieren A Raymond,José José - Cosas Imposibles,Ekhymosis - Una Flor En El Desierto,Enrique Iglesias - Adicto,Ekhymosis - Una Flor En El Desierto,José José - Cosas Imposibles,Enrique Iglesias - Adicto
TRUQGGJ128F427E02B,SOOHKUS12A8C13AB12,ARDCFNZ1187FB3DDB0,Enrique Iglesias,Lloro Por Ti,latin,Violadores del Verso - Dale tiempo al rumor,Violadores del Verso - Cantando,Victor Manuelle - Lloré Lloré,Violadores del Verso - Dale tiempo al rumor,Violadores del Verso - Cantando,Victor Manuelle - Lloré Lloré,Café Quijano - Vete De Mi,Reik - Fui,Il Divo - Por Ti Seré (You Raise Me Up),Café Quijano - Vete De Mi,Reik - Fui,Il Divo - Por Ti Seré (You Raise Me Up),Violadores del Verso - Dale tiempo al rumor,Daddy Yankee - Todos Quieren A Raymond,Willie Colon - Gitana,Violadores del Verso - Dale tiempo al rumor,Daddy Yankee - Todos Quieren A Raymond,Willie Colon - Gitana,Ricardo Arjona - Amor de Tele,Terranova - De Oro,Sanalejo - Mujer Calavera,Terranova - De Oro,Ricardo Arjona - Amor de Tele,Sanalejo - Mujer Calavera
TRDEKRZ128E0791C7A,SOCPKAV12A670214EC,ARDCFNZ1187FB3DDB0,Enrique Iglesias,Mamacita,latin,Violadores del Verso - Dale tiempo al rumor,Violadores del Verso - Cantando,Los Van Van - El Negro Está Cocinando,Violadores del Verso - Dale tiempo al rumor,Violadores del Verso - Cantando,Los Van Van - El Negro Está Cocinando,Fonseca - Sueño,Willie Colon - Guaracha,Cabas - La Quejosa,Fonseca - Sueño,Willie Colon - Guaracha,Cabas - La Quejosa,Violadores del Verso - Cantando,Violadores del Verso - Dale tiempo al rumor,Wilfrido Vargas - El Semáforo,Violadores del Verso - Cantando,Violadores del Verso - Dale tiempo al rumor,Wilfrido Vargas - El Semáforo,Love Of Lesbian - El ectoplasta,Elvis Crespo - Vuelve Conmigo,Buena Vista Social Club - Buena Vista Social Club,Love Of Lesbian - El ectoplasta,Buena Vista Social Club - Buena Vista Social Club,Elvis Crespo - Vuelve Conmigo
TRFFSMS128F428BC88,SOEMVNF12A8C13C53A,ARDCFNZ1187FB3DDB0,Enrique Iglesias,Miss You,latin,Lauryn Hill - Interlude 5,Twista - I'm A Winner (Amended Album Version),Erykah Badu - I Want You,Lauryn Hill - Interlude 5,Twista - I'm A Winner (Amended Album Version),Erykah Badu - I Want You,The Airborne Toxic Event - The Girls In Their Summer Dresses,Tracey Ullman - Breakaway,KeKe Wyatt - Never Do It Again,The Airborne Toxic Event - The Girls In Their Summer Dresses,Tracey Ullman - Breakaway,KeKe Wyatt - Never Do It Again,Lauryn Hill - Interlude 5,Eminem - 8 Mile,Prince - I Love U In Me ( LP Version),Johnny Winter - Miss Ann,Michael Bublé - You'll Never Find Another Love Like Mine (Album Version),The Dells - I Miss You,The Dells - I Miss You,Johnny Winter - Miss Ann,Joe Nichols - Freedom Feels Like Lonely,The Dells - I Miss You,Johnny Winter - Miss Ann,Joe Nichols - Freedom Feels Like Lonely
TRUPWID128F4215874,SOPTXAZ12AF729F789,ARDCFNZ1187FB3DDB0,Enrique Iglesias,Para De Jugar,latin,Violadores del Verso - Dale tiempo al rumor,Violadores del Verso - Cantando,Wisin & Yandel - Por Mi Reggae Muero,Violadores del Verso - Dale tiempo al rumor,Violadores del Verso - Cantando,Wisin & Yandel - Por Mi Reggae Muero,Los Calzones - Libre,Sanalejo - Mujer Calavera,Gipsy Kings - Madre Mia,Los Calzones - Libre,Sanalejo - Mujer Calavera,Gipsy Kings - Madre Mia,Violadores del Verso - Dale tiempo al rumor,Violadores del Verso - Cantando,Wisin & Yandel - Por Mi Reggae Muero,Wisin & Yandel - Por Mi Reggae Muero,Violadores del Verso - Cantando,Violadores del Verso - Dale tiempo al rumor,Enrique Iglesias - Al Despertar,Pablo Milanés - Te Quiero Porque Te Quiero,Luis Miguel - La Media Vuelta,Enrique Iglesias - Al Despertar,Pablo Milanés - Te Quiero Porque Te Quiero,Luis Miguel - La Media Vuelta
TRIIBVP128E0792750,SOWFIVV12A6701FFBF,ARDCFNZ1187FB3DDB0,Enrique Iglesias,She Be The One,latin,Lauryn Hill - Interlude 5,Twista - I'm A Winner (Amended Album Version),Michael Jackson - Man In The Mirror,Lauryn Hill - Interlude 5,Twista - I'm A Winner (Amended Album Version),Michael Jackson - Man In The Mirror,Billy Squier - She's A Runner (24-Bit Digitally Remastered 02),The Bluetones - Carnt Be Trusted,Robert Palmer - Too Good To Be True,Billy Squier - She's A Runner (24-Bit Digitally Remastered 02),The Bluetones - Carnt Be Trusted,Robert Palmer - Too Good To Be True,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Twiztid - She Ain't Afraid,Daft Punk - Touch It / Technologic,Daft Punk - Touch It / Technologic,Twiztid - She Ain't Afraid,Ying Yang Twins - 1st Booty On Duty,Billy Squier - She's A Runner (24-Bit Digitally Remastered 02),Fear - Beef Bologna,Daft Punk - Touch It / Technologic,Billy Squier - She's A Runner (24-Bit Digitally Remastered 02),Daft Punk - Touch It / Technologic,Mutya Buena - Not Your Baby
TRQMXBD128F145ECA2,SONBQQE12A6D4F7922,ARDCFNZ1187FB3DDB0,Enrique Iglesias,Trapecista,latin,Violadores del Verso - Dale tiempo al rumor,Violadores del Verso - Cantando,Daddy Yankee - Como Y Vete,Violadores del Verso - Dale tiempo al rumor,Violadores del Verso - Cantando,Daddy Yankee - Como Y Vete,Cabas - Guacamaya,El sueño de Morfeo - Sonrisa especial,Kudai - Volar,Cabas - Guacamaya,El sueño de Morfeo - Sonrisa especial,Kudai - Volar,Violadores del Verso - Dale tiempo al rumor,Violadores del Verso - Cantando,Daddy Yankee - Todos Quieren A Raymond,Violadores del Verso - Dale tiempo al rumor,Violadores del Verso - Cantando,Toby Love - Amores Como El Tuyo,Enrique Iglesias - Tu Vacio,Cabas - Guacamaya,Jennifer Lopez - Amarte Es Todo,Enrique Iglesias - Tu Vacio,Cabas - Guacamaya,Jennifer Lopez - Amarte Es Todo
TREGRRQ128F145EC8D,SOMRUDM12A6D4F7911,ARDCFNZ1187FB3DDB0,Enrique Iglesias,Tu Vacio,latin,Violadores del Verso - Dale tiempo al rumor,Violadores del Verso - Cantando,Victor Manuelle - Lloré Lloré,Violadores del Verso - Dale tiempo al rumor,Violadores del Verso - Cantando,Victor Manuelle - Lloré Lloré,Aventura - Todavía Me Amas,Los Van Van - Quien No Ha Dicho Una Mentira,Camilo Sesto - No Sabes Cuanto Te Quiero,Aventura - Todavía Me Amas,Los Van Van - Quien No Ha Dicho Una Mentira,Camilo Sesto - No Sabes Cuanto Te Quiero,Violadores del Verso - Dale tiempo al rumor,Violadores del Verso - Cantando,Violadores del Verso - La ciudad nunca duerme,Violadores del Verso - Dale tiempo al rumor,Violadores del Verso - La ciudad nunca duerme,Violadores del Verso - Cantando,Cabas - Llega La Noche,Enrique Iglesias - Trapecista,Gilberto Santa Rosa - Desde Que No Estas,Cabas - Llega La Noche,Gilberto Santa Rosa - Desde Que No Estas,Enrique Iglesias - Trapecista
TRLILBA128F42158A3,SOPPWVJ12A6D4F7915,ARDCFNZ1187FB3DDB0,Enrique Iglesias,Volveré,latin,Violadores del Verso - Dale tiempo al rumor,Victor Manuelle - Lloré Lloré,Tego Calderon - Al Natural (Amended Version),Violadores del Verso - Dale tiempo al rumor,Victor Manuelle - Lloré Lloré,Tego Calderon - Al Natural (Amended Version),Joe Veras - Intentalo tu,Raulin Rodriguez - ya No,Natalia Oreiro - Gitano Corazon,Joe Veras - Intentalo tu,Raulin Rodriguez - ya No,Natalia Oreiro - Gitano Corazon,Violadores del Verso - Dale tiempo al rumor,Violadores del Verso - Cantando,Willie Colon - Gitana,Violadores del Verso - Dale tiempo al rumor,Violadores del Verso - Cantando,Willie Colon - Gitana,Aventura - Obsesion (English Remix_ Album Version),Victor Manuelle - Lloré Lloré,Karamelo Santo - Tu Pa Mi,Aventura - Obsesion (English Remix_ Album Version),Karamelo Santo - Tu Pa Mi,Victor Manuelle - Lloré Lloré
TRBFJPO128F4295BE3,SOZOEJC12CF5CFAD99,AR6PJ8R1187FB5AD70,Shakira,Estoy Aquí,latin,Violadores del Verso - Dale tiempo al rumor,Johnny Prez - Te Vuelvo Loca,Tego Calderon - Al Natural (Amended Version),Violadores del Verso - Dale tiempo al rumor,Johnny Prez - Te Vuelvo Loca,Tego Calderon - Al Natural (Amended Version),Móveis Coloniais de Acaju - Receio do remorso,Ana Carolina - Rosas,Raimundos - Nêga Jurema,Móveis Coloniais de Acaju - Receio do remorso,Ana Carolina - Rosas,Raimundos - Nêga Jurema,Ana Carolina - Rosas,O Rappa - Eu Quero Ver Gol,Expensive Soul - O Show Não Vai Parar,Ana Carolina - Rosas,O Rappa - Eu Quero Ver Gol,Expensive Soul - O Show Não Vai Parar,Ana Carolina - Rosas,João Gilberto - Sampa,Mombojó - splash shine,Ana Carolina - Rosas,João Gilberto - Sampa,Mombojó - splash shine
TRCLERB12903CBBC8D,SODKNST12D02193AD7,ARB054P1187B9AD32E,Santana,Life Is Anew,latin,Lauryn Hill - Interlude 5,Twista - I'm A Winner (Amended Album Version),Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Lauryn Hill - Interlude 5,Twista - I'm A Winner (Amended Album Version),Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Tony Bennett - Because Of You,Assemblage 23 - MAPS OF REALITY,Dawn of Relic - The Awakening,Tony Bennett - Because Of You,Assemblage 23 - MAPS OF REALITY,Dawn of Relic - The Awakening,Lauryn Hill - Interlude 5,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Savatage - The Hourglass,Lauryn Hill - Interlude 5,Janet Jackson - Because Of Love,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Tony Bennett - Because Of You,Janet Jackson - Because Of Love,Alison Krauss / Union Station - New Favorite,Tony Bennett - Because Of You,Janet Jackson - Because Of Love,Alison Krauss / Union Station - New Favorite
TRNXCMJ128F4295BC6,SOCYFSR12AB018C4AF,AR6PJ8R1187FB5AD70,Shakira,Donde Estas Corazon,latin,Violadores del Verso - Dale tiempo al rumor,Violadores del Verso - La ciudad nunca duerme,Rey Ruiz - No Existe Un Lugar,Violadores del Verso - Dale tiempo al rumor,Violadores del Verso - La ciudad nunca duerme,Rey Ruiz - No Existe Un Lugar,Rosana - Nadie mas que yo (directo Las Ventas),Todos Tus Muertos - No Mas Apartheid,Mecano - Cenando En Paris,Rosana - Nadie mas que yo (directo Las Ventas),Todos Tus Muertos - No Mas Apartheid,Mecano - Cenando En Paris,Violadores del Verso - La ciudad nunca duerme,Daddy Yankee - Todos Quieren A Raymond,Violadores del Verso - Dale tiempo al rumor,Violadores del Verso - La ciudad nunca duerme,Daddy Yankee - Todos Quieren A Raymond,Violadores del Verso - Dale tiempo al rumor,La Oreja de Van Gogh - El 28,Joan Manuel Serrat - Mediterraneo,Carlos Vives - 19 De Noviembre,La Oreja de Van Gogh - El 28,Joan Manuel Serrat - Mediterraneo,Carlos Vives - 19 De Noviembre
TRNXJGR128F93044E7,SOUGMXP12AB017C76C,AR6PJ8R1187FB5AD70,Shakira,Octavo Día,latin,Violadores del Verso - Dale tiempo al rumor,Violadores del Verso - Cantando,Victor Manuelle - Lloré Lloré,Violadores del Verso - Dale tiempo al rumor,Violadores del Verso - Cantando,Victor Manuelle - Lloré Lloré,Malu - Agua De Mayo,Malu - Y Sigo Preguntandome,Joan Manuel Serrat - Mediterraneo,Malu - Agua De Mayo,Malu - Y Sigo Preguntandome,Joan Manuel Serrat - Mediterraneo,Violadores del Verso - Cantando,Violadores del Verso - Dale tiempo al rumor,Daddy Yankee - Todos Quieren A Raymond,Violadores del Verso - Cantando,Violadores del Verso - Dale tiempo al rumor,Aventura - Enséñame A Olvidar,Malu - Agua De Mayo,Diego Torres - Como Un Haz De Luna,Violadores del Verso - Cantando,Malu - Agua De Mayo,Diego Torres - Como Un Haz De Luna,Violadores del Verso - Cantando
TRJHDIB128F92E5849,SOVJQJJ12A8C1448E7,AR6PJ8R1187FB5AD70,Shakira,Te Necesito,latin,Violadores del Verso - Dale tiempo al rumor,Violadores del Verso - Cantando,Johnny Prez - Te Vuelvo Loca,Violadores del Verso - Dale tiempo al rumor,Violadores del Verso - Cantando,Johnny Prez - Te Vuelvo Loca,Aventura - Todavía Me Amas,Aventura - Obsesion (English Remix_ Album Version),Luz Casal - No Te Vayas,Aventura - Todavía Me Amas,Aventura - Obsesion (English Remix_ Album Version),Luz Casal - No Te Vayas,Violadores del Verso - Dale tiempo al rumor,Daddy Yankee - Todos Quieren A Raymond,Violadores del Verso - Cantando,Violadores del Verso - Dale tiempo al rumor,Daddy Yankee - Todos Quieren A Raymond,Violadores del Verso - Cantando,Fanny Lu - Es Por Ti,La Oreja de Van Gogh - El 28,Diego Torres - Volver,Fanny Lu - Es Por Ti,La Oreja de Van Gogh - El 28,Joan Manuel Serrat - Mediterraneo
TRYQVKS128F4259A11,SOXVXZS12AF72ABF9F,ARB054P1187B9AD32E,Santana,Evil Ways,latin,Lauryn Hill - Interlude 5,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Michael Jackson - Man In The Mirror,Lauryn Hill - Interlude 5,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Michael Jackson - Man In The Mirror,Fat Joe - Preacher On A Sunday Morning,Amel Larrieux - Sweet Misery,The Monkees - I'll Spend My Life With You,Fat Joe - Preacher On A Sunday Morning,Atmosphere - Happymess,Westside Connection - Superstar (Double Murder = Double Platinum),Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Lauryn Hill - Interlude 5,Michael Jackson - Man In The Mirror,Mississippi Fred McDowell - Shake 'Em On Down,Michael Jackson - Man In The Mirror,The Isley Brothers - Contagious,Swans - Can't Find My Way Home,Stevie Wonder - If You Really Love Me,Shannon Curfman - If You Change Your Mind,Swans - Can't Find My Way Home,Stevie Wonder - If You Really Love Me,Shannon Curfman - If You Change Your Mind
TRSOTQI128E0789132,SOURGXB12A6701F9E5,ARJW1SP1187FB4CA51,Pink Martini,Anna (el negro zumbon),latin,Lauryn Hill - Interlude 5,Danity Kane - Hold Me Down (Album Version),Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Lauryn Hill - Interlude 5,Danity Kane - Hold Me Down (Album Version),Five - That's What You Told Me,Inti Illimani - El Arado,Rosana - A fuego lento (directo Las Ventas),Thomas Dybdahl - U,Inti Illimani - El Arado,Rosana - A fuego lento (directo Las Ventas),Gloria Estefan - Nuevo Dia (New Day),Violadores del Verso - La ciudad nunca duerme,Violadores del Verso - Cantando,Juanes - Tu Y Yo,Violadores del Verso - La ciudad nunca duerme,Juanes - Tu Y Yo,Daddy Yankee - Grito Mundial,Mecano - La Estación,Thievery Corporation - Exilio,El sueño de Morfeo - Ven,Mecano - La Estación,El sueño de Morfeo - Ven,Thievery Corporation - Exilio
TRZHOUV128F9316269,SOIYPYO12AB017C8BE,ARJW1SP1187FB4CA51,Chavela Vargas,Piensa en mi,latin,Abba - Move On,Violadores del Verso - Dale tiempo al rumor,Horace Andy - Horse With No Name,Abba - Move On,Violadores del Verso - Dale tiempo al rumor,Horace Andy - Horse With No Name,Enrique Iglesias - La Chica De Ayer,Maelo Ruiz - Asi Eres Tu,Shakira - Tú,Enrique Iglesias - La Chica De Ayer,Maelo Ruiz - Asi Eres Tu,Shakira - Tú,Violadores del Verso - Dale tiempo al rumor,Frank Reyes - Que Voy A hacer Sin Tí,Willie Colon - Gitana,Violadores del Verso - Dale tiempo al rumor,Frank Reyes - Que Voy A hacer Sin Tí,Victor Manuelle - Como Duele,Diego Torres - Después De Ti,Malu - No Voy A Cambiar,Frank Reyes - Que Voy A hacer Sin Tí,Diego Torres - Después De Ti,Malu - No Voy A Cambiar,Frank Reyes - Que Voy A hacer Sin Tí
TRPXMGA128F42A98BA,SOGHCII12D021B3225,ARB054P1187B9AD32E,Santana,Esperando,latin,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),The Roots - Mellow My Man,Nina Simone - My Baby Just Cares For Me,Nina Simone - My Baby Just Cares For Me,The Roots - Mellow My Man,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Nina Simone - My Baby Just Cares For Me,Patty Griffin - Waiting For My Child,Doyle Bramhall - Cryin',Patty Griffin - Waiting For My Child,Nina Simone - My Baby Just Cares For Me,Doyle Bramhall - Cryin',Violadores del Verso - Cantando,Tego Calderon - Al Natural (Amended Version),Daddy Yankee - Todos Quieren A Raymond,Tego Calderon - Al Natural (Amended Version),Wilfrido Vargas - El Semáforo,Estopa - Gulere Gulere,Estopa - Gulere Gulere,Tito Rojas - He Chocado Con La Vida,Aterciopelados - El Diablo,Estopa - Gulere Gulere,Tito Rojas - He Chocado Con La Vida,Aterciopelados - El Diablo
TRBYMWR128F425DD8E,SOMNTDT12A8AE47628,AR65K7A1187FB4DAA4,Beyoncé,Beautiful Liar (Bello Embustero),latin,Enrique Iglesias - Miss You,Violadores del Verso - Dale tiempo al rumor,Tracey Ullman - Breakaway,Enrique Iglesias - Miss You,Tracey Ullman - Breakaway,Violadores del Verso - Dale tiempo al rumor,Frank Reyes - Vine A Decirte Adios,Rey Ruiz - No Existe Un Lugar,Shakira - Años Luz,Frank Reyes - Vine A Decirte Adios,Rey Ruiz - No Existe Un Lugar,Shakira - Años Luz,Violadores del Verso - Cantando,Violadores del Verso - Dale tiempo al rumor,Daddy Yankee - Todos Quieren A Raymond,Violadores del Verso - Cantando,Violadores del Verso - Dale tiempo al rumor,Daddy Yankee - Todos Quieren A Raymond,Violadores del Verso - Cantando,Grupo Niche - Buenaventura Y Caney,Ana Torroja - Cruz De Navajas,Violadores del Verso - Cantando,Grupo Niche - Buenaventura Y Caney,Ana Torroja - Cruz De Navajas
TRPAZDJ128F42881A1,SOGAFMO12D02199AD2,ARYN2M61187B995BD6,Juanes,Rosario Tijeras,latin,Abba - Move On,Horace Andy - Horse With No Name,Violadores del Verso - Dale tiempo al rumor,Abba - Move On,Horace Andy - Horse With No Name,Violadores del Verso - Dale tiempo al rumor,Joan Manuel Serrat - La Aristocracia del Barrio,Tito El Bambino - Sol_ Playa Y Arena,Mercedes Sosa - El Cosechero,Joan Manuel Serrat - La Aristocracia del Barrio,Tito El Bambino - Sol_ Playa Y Arena,Mercedes Sosa - El Cosechero,Violadores del Verso - La ciudad nunca duerme,Gilberto Santa Rosa - Un Montón de Estrellas,Violadores del Verso - Dale tiempo al rumor,Gilberto Santa Rosa - Un Montón de Estrellas,Violadores del Verso - La ciudad nunca duerme,Victor Manuelle - Como Duele,Café Quijano - En Algún Rincón,Abuela Coca - Se Duerme,Aventura - Me Voy,Café Quijano - En Algún Rincón,Abuela Coca - Se Duerme,Aventura - Me Voy
TRHZGZO128F9341C4A,SOAUETF12D02199708,ARLUF1T1187FB3603B,Ricardo Arjona,Animal Nocturno,latin,Violadores del Verso - Dale tiempo al rumor,Violadores del Verso - Cantando,Violadores del Verso - La ciudad nunca duerme,Violadores del Verso - Dale tiempo al rumor,Violadores del Verso - Cantando,Los Van Van - El Negro Está Cocinando,Los Van Van - Quien No Ha Dicho Una Mentira,El Barrio - Don Manuel Sr. Molina,Juan Carlos Baglietto - Cuando,Los Van Van - Quien No Ha Dicho Una Mentira,El Barrio - Don Manuel Sr. Molina,Juan Carlos Baglietto - Cuando,Violadores del Verso - Dale tiempo al rumor,Violadores del Verso - Cantando,Violadores del Verso - La ciudad nunca duerme,Violadores del Verso - Dale tiempo al rumor,Violadores del Verso - Cantando,Violadores del Verso - La ciudad nunca duerme,Natalia Oreiro - Rio De La Plata,Silvio Rodríguez - Santiago de Chile,Juan Carlos Baglietto - Cuando,Natalia Oreiro - Rio De La Plata,Silvio Rodríguez - Santiago de Chile,Juan Carlos Baglietto - Cuando
TRDFNLR12903CB0FE4,SOFDJSB12AB0183B5B,ARGN0KR1187B991A99,Camila,Alejate De Mi,latin,Violadores del Verso - Dale tiempo al rumor,Victor Manuelle - Lloré Lloré,Los Van Van - El Negro Está Cocinando,Violadores del Verso - Dale tiempo al rumor,Victor Manuelle - Lloré Lloré,Los Van Van - El Negro Está Cocinando,Aventura - Obsesion (English Remix_ Album Version),Bebe - La Coqueta,Edurne - Aqui Se Termino (Never Forever),Aventura - Obsesion (English Remix_ Album Version),Bebe - La Coqueta,Edurne - Aqui Se Termino (Never Forever),Violadores del Verso - Dale tiempo al rumor,Daddy Yankee - Como Y Vete,Violadores del Verso - Cantando,Violadores del Verso - Dale tiempo al rumor,Daddy Yankee - Como Y Vete,Violadores del Verso - Cantando,Il Divo - Enamorado,Aventura - Enséñame A Olvidar,Illya Kuryaki And The Valderramas - Virgen De Riña,Il Divo - Enamorado,Aventura - Enséñame A Olvidar,Illya Kuryaki And The Valderramas - Virgen De Riña
